연번,상호명,활동장소,건물명,대표번호,취급부류
549,(유)투게더푸드,가락시장,가락몰 판매동 청과부류 지하1층 E036-2호,02-431-5566,채소류
550,(유)가락식품마트,가락시장,가락몰 판매동 청과부류 지하1층 F001호,02-6978-2989,기타채소
551,(유)가락식품마트,가락시장,가락몰 판매동 청과부류 지하1층 F003호,02-6978-2989,기타채소
552,(유)오복상회,가락시장,가락몰 판매동 청과부류 지하1층 F010호,02-407-7736,채소류
553,산야식품,가락시장,가락몰 판매동 청과부류 지하1층 F013호,02-406-5562,나물류
554,(유)늘봄상회,가락시장,가락몰 판매동 청과부류 지하1층 F014호,,채소류
555,만물상회,가락시장,가락몰 판매동 청과부류 지하1층 F017호,02-407-2975,채소류
556,(유)미리내푸드,가락시장,가락몰 판매동 청과부류 지하1층 F018호,02-402-5559,채소류
557,(유)이노농산,가락시장,가락몰 판매동 청과부류 지하1층 F021호,,청과부류
558,(유)신대농유통,가락시장,가락몰 판매동 청과부류 지하1층 F024호,,채소류
559,(유)산들농산,가락시장,가락몰 판매동 청과부류 지하1층 F025호,,채소류
560,(유)평창양계,가락시장,가락몰 판매동 청과부류 지하1층 F030호,,청과부류
561,삼오사,가락시장,가락몰 판매동 청과부류 지하1층 F031호,02-408-6354,채소류
562,(유)호남상회,가락시장,가락몰 판매동 청과부류 지하1층 F033호,,채소류
563,세도상회,가락시장,가락몰 판매동 청과부류 지하1층 F036호,02-408-7367,채소류
564,(유)영린식품,가락시장,가락몰 판매동 청과부류 지하1층 F037호,02-3401-1463,채소류
565,21세기상회,가락시장,가락몰 판매동 청과부류 지하1층 F040호,02-6418-5607,청과부류
566,(유)석진농산,가락시장,가락몰 판매동 청과부류 지하1층 F041호,,채소류
567,(유)선자에프에스,가락시장,가락몰 판매동 청과부류 지하1층 F043호,,청과부류
568,(유)덕신농산,가락시장,가락몰 판매동 청과부류 지하1층 F045호,,채소류
569,(주)가락봉투,가락시장,가락몰 판매동 청과부류 지하1층 F049호,02-449-1394,청과부류
570,(유)한백농산,가락시장,가락몰 판매동 청과부류 지하1층 F053호,,채소류
571,(유)중앙상회,가락시장,가락몰 판매동 청과부류 지하1층 F061호,02-406-4748,채소류
572,천안상회,가락시장,가락몰 판매동 청과부류 지하1층 F064호,,채소류
573,대일상회,가락시장,가락몰 판매동 청과부류 지하1층 F065호,02-400-6563,나물류
574,천안상회,가락시장,가락몰 판매동 청과부류 지하1층 F068호,02-404-0665,채소류
575,고창상회,가락시장,가락몰 판매동 청과부류 지하1층 F070호,02-431-1569,채소류
576,(유)찬들농산,가락시장,가락몰 판매동 청과부류 지하1층 F071호,,채소류
577,(유)선자에프에스,가락시장,가락몰 판매동 청과부류 지하1층 F072호,,청과부류
578,웃어봐요실로암,가락시장,가락몰 판매동 청과부류 지하1층 F073호,02-443-5037,청과부류
579,(유)산더미유통,가락시장,가락몰 판매동 청과부류 지하1층 F074호,,채소류
580,(유)영평상회,가락시장,가락몰 판매동 청과부류 지하1층 F075-1호,,채소류
581,(유)영평상회,가락시장,가락몰 판매동 청과부류 지하1층 F075-2호,,채소류
582,(유)영천농산,가락시장,가락몰 판매동 청과부류 지하1층 F076호,,채소류
583,(유)승미농산,가락시장,가락몰 판매동 청과부류 지하1층 F077호,,채소류
584,호남상회,가락시장,가락몰 판매동 청과부류 지하1층 F078호,02-407-8736,채소류
585,(유)만나유통,가락시장,가락몰 판매동 청과부류 지하1층 F080호,,채소류
586,(유)고부연근,가락시장,가락몰 판매동 청과부류 지하1층 F081호,,청과부류
587,전주상회　　,가락시장,가락몰 판매동 청과부류 지하1층 F082호,02-449-7264,채소류
588,(유)고산농산,가락시장,가락몰 판매동 청과부류 지하1층 F082-2호,,채소류
589,(유)부부유통,가락시장,가락몰 판매동 청과부류 지하1층 F083호,,채소류
590,(유)진경농산,가락시장,가락몰 판매동 청과부류 지하1층 F084호,,채소류
591,(유)진경농산,가락시장,가락몰 판매동 청과부류 지하1층 F085-1호,,채소류
592,(유)탑월드대파유통,가락시장,가락몰 판매동 청과부류 지하1층 F085-2호,,채소류
593,(유)대호종합식품,가락시장,가락몰 판매동 청과부류 지하1층 F086호,02-402-7777,기타채소
594,(유)치우농산,가락시장,가락몰 판매동 청과부류 지하1층 F087호,,채소류
595,(주)가락봉투,가락시장,가락몰 판매동 청과부류 지하1층 F088호,02-449-1394,청과부류
596,(유)한들유통,가락시장,가락몰 판매동 청과부류 지하1층 F090호,,청과부류
597,(유)참미유통,가락시장,가락몰 판매동 청과부류 지하1층 F092호,02-400-2087,채소류
598,(유)찬찬푸드,가락시장,가락몰 판매동 청과부류 지하1층 F093호,,채소류
599,(주)양주식품,가락시장,가락몰 판매동 청과부류 지하1층 F094호,02-400-6144,청과부류
600,(주)써브동남,가락시장,가락몰 판매동 청과부류 지하1층 F095호,02-406-9967,청과부류
601,하늘농산,가락시장,가락몰 판매동 청과부류 지하1층 F096호,,채소류
602,삼영상회,가락시장,가락몰 판매동 청과부류 지하1층 F097호,02-406-6321,채소류
603,(유)빛나는유통,가락시장,가락몰 판매동 청과부류 지하1층 F098호,,채소류
604,파란잎(주),가락시장,가락몰 판매동 청과부류 지하1층 F099호,,청과부류
605,(유)재득농산,가락시장,가락몰 판매동 청과부류 지하1층 F100호,,채소류
606,(유)풀내음유통,가락시장,가락몰 판매동 청과부류 지하1층 F101호,,채소류
607,전남상회,가락시장,가락몰 판매동 청과부류 지하1층 F102호,,채소류
608,(유)푸드타임,가락시장,가락몰 판매동 청과부류 지하1층 F103호,,채소류
609,명진상회,가락시장,가락몰 판매동 청과부류 지하1층 F104호,02-400-7420,채소류
610,정읍상회,가락시장,가락몰 판매동 청과부류 지하1층 F105호,02-409-0389,채소류
611,(유)승미농산,가락시장,가락몰 판매동 청과부류 지하1층 F106호,,채소류
612,(유)서경상회,가락시장,가락몰 판매동 청과부류 지하1층 F108호,,청과부류
613,(유)만나팜,가락시장,가락몰 판매동 청과부류 지하1층 F109호,,청과부류
614,(유)희망상회,가락시장,가락몰 판매동 청과부류 지하1층 F112-2호,,청과부류
615,(유)이팔팔상회,가락시장,가락몰 판매동 청과부류 지하1층 F110호,,청과부류
616,(유)희망상회,가락시장,가락몰 판매동 청과부류 지하1층 F111호,,청과부류
617,(유)희망상회,가락시장,가락몰 판매동 청과부류 지하1층 F112호,,청과부류
618,(유)익산상회,가락시장,가락몰 판매동 청과부류 지하1층 F113호,,청과부류
619,매일상회,가락시장,가락몰 판매동 청과부류 지하1층 F114호,02-408-0252,채소류
620,(유)고원농산,가락시장,가락몰 판매동 청과부류 지하1층 F115호,,채소류
621,(유)고원농산,가락시장,가락몰 판매동 청과부류 지하1층 F117호,,채소류
622,(주)가락봉투,가락시장,가락몰 판매동 청과부류 지하1층 F119호,02-449-1394,청과부류
623,(유)석주농산,가락시장,가락몰 판매동 청과부류 지하1층 F120호,02-448-4210,채소류
624,(유)흥부상회,가락시장,가락몰 판매동 청과부류 지하1층 F122호,02-449-1609,청과부류
625,대명상회,가락시장,가락몰 판매동 청과부류 지하1층 F125호,02-448-0994,채소류
626,(유)윤신상회,가락시장,가락몰 판매동 청과부류 지하1층 F128호,,청과부류
627,(유)윤신상회,가락시장,가락몰 판매동 청과부류 지하1층 F129호,,청과부류
628,유한회사 고성상회,가락시장,가락몰 판매동 청과부류 지하1층 F130호,,청과부류
629,봉천식품,가락시장,가락몰 판매동 청과부류 지하1층 G001호,02-408-8570,채소류
630,(유)서경앤솔,가락시장,가락몰 판매동 청과부류 지하1층 G005호,,청과부류
631,(유)귀자상회,가락시장,가락몰 판매동 청과부류 지하1층 G007호,,청과부류
632,(유)백제유통,가락시장,가락몰 판매동 청과부류 지하1층 G009호,02-400-6765,채소류
633,(유)지훈유통,가락시장,가락몰 판매동 청과부류 지하1층 G017호,02-400-2327,채소류
634,(주)씨밀레에프에스,가락시장,가락몰 판매동 청과부류 지하1층 G018호,,채소류
635,가람상회,가락시장,가락몰 판매동 청과부류 지하1층 G018-2호,,채소류
636,(유)희복농산,가락시장,가락몰 판매동 청과부류 지하1층 G021호,02-407-6505,채소류
637,(유)태산농산,가락시장,가락몰 판매동 청과부류 지하1층 G022호,02-431-4947,청과부류
638,(유)재현농산,가락시장,가락몰 판매동 청과부류 지하1층 G023호,02-407-0695,채소류
639,한양상회,가락시장,가락몰 판매동 청과부류 지하1층 G031호,02-408-7401,채소류
640,(유)순이유통,가락시장,가락몰 판매동 청과부류 지하1층 G035호,,청과부류
641,한일유통,가락시장,가락몰 판매동 청과부류 지하1층 G037호,02-408-8639,청과부류
642,(유)우신상회,가락시장,가락몰 판매동 청과부류 지하1층 G039호,,채소류
643,우신상회,가락시장,가락몰 판매동 청과부류 지하1층 G040호,,채소류
644,(유)더영화상회,가락시장,가락몰 판매동 청과부류 지하1층 G042호,,채소류
645,(유)파주농산,가락시장,가락몰 판매동 청과부류 지하1층 G044호,02-402-1017,채소류
646,(유)그린마켓,가락시장,가락몰 판매동 청과부류 지하1층 G045호,02-6978-0700,채소류
647,(유)해남농산,가락시장,가락몰 판매동 청과부류 지하1층 G051호,,채소류
648,(유)푸움에마늘,가락시장,가락몰 판매동 청과부류 지하1층 G053호,02-6978-3654,채소류
649,진흥상회,가락시장,가락몰 판매동 청과부류 지하1층 G057호,02-401-6958,채소류
650,진흥상회,가락시장,가락몰 판매동 청과부류 지하1층 G057-2호,02-401-6958,채소류
651,금농푸드빌(유),가락시장,가락몰 판매동 청과부류 지하1층 G060호,,청과부류
652,(주)용담유통,가락시장,가락몰 판매동 청과부류 지하1층 G061호,,청과부류
653,(주)대웅상회,가락시장,가락몰 판매동 청과부류 지하1층 G062호,,기타
654,금성저울　,가락시장,가락몰 판매동 청과부류 지하1층 G063호,02-403-3172,채소류
655,(주)서우유통,가락시장,가락몰 판매동 청과부류 지하1층 G064호,,채소류
656,(주)서우유통,가락시장,가락몰 판매동 청과부류 지하1층 G066호,,채소류
657,(유)금성야채,가락시장,가락몰 판매동 청과부류 지하1층 G067호,,채소류
658,(유)서윤유통,가락시장,가락몰 판매동 청과부류 지하1층 G068호,,청과부류
659,(유)서윤유통,가락시장,가락몰 판매동 청과부류 지하1층 G069호,,청과부류
660,(유)그린마켓,가락시장,가락몰 판매동 청과부류 지하1층 G070호,02-6978-0700,채소류
661,(유)파오팜푸드,가락시장,가락몰 판매동 청과부류 지하1층 G071호,02-406-8930,채소류
662,충남상회,가락시장,가락몰 판매동 청과부류 지하1층 G072호,,채소류
663,(유)몽땅유통,가락시장,가락몰 판매동 청과부류 지하1층 G073호,,채소류
664,(유)파오팜푸드,가락시장,가락몰 판매동 청과부류 지하1층 G074호,02-406-8930,채소류
665,(주)대호나물,가락시장,가락몰 판매동 청과부류 지하1층 G075호,,과일류
666,(유)명희상회,가락시장,가락몰 판매동 청과부류 지하1층 G076호,02-407-1857,채소류
667,(유)명희상회,가락시장,가락몰 판매동 청과부류 지하1층 G077호,02-407-1857,채소류
668,(유)군산푸드,가락시장,가락몰 판매동 청과부류 지하1층 G078호,02-407-0638,채소류
669,(유)군산푸드,가락시장,가락몰 판매동 청과부류 지하1층 G079호,02-407-0638,채소류
670,(유)장터투,가락시장,가락몰 판매동 청과부류 지하1층 G080호,,채소류
671,승호상회,가락시장,가락몰 판매동 청과부류 지하1층 G081호,02-449-6870,채소류
672,(주)공진상회,가락시장,가락몰 판매동 청과부류 지하1층 G082호,,청과부류
673,(유)알파농산,가락시장,가락몰 판매동 청과부류 지하1층 G083호,,채소류
674,(유)알파농산,가락시장,가락몰 판매동 청과부류 지하1층 G084호,,채소류
675,(유)대보름농산,가락시장,가락몰 판매동 청과부류 지하1층 G085호,,채소류
676,(유)대보름농산,가락시장,가락몰 판매동 청과부류 지하1층 G086호,,채소류
677,(유)금만상회,가락시장,가락몰 판매동 청과부류 지하1층 G087호,,채소류
678,(유)가락포장,가락시장,가락몰 판매동 청과부류 지하1층 G089-1호,,채소류
679,(유)가락포장,가락시장,가락몰 판매동 청과부류 지하1층 G089-2호,,채소류
680,(유)흥주그린농산,가락시장,가락몰 판매동 청과부류 지하1층 G094호,,채소류
681,(유)아침해식품,가락시장,가락몰 판매동 청과부류 지하1층 G095호,02-6978-0177,과일류
682,(유)아침해식품,가락시장,가락몰 판매동 청과부류 지하1층 G096호,02-6978-0177,과일류
683,(유)삼광상회,가락시장,가락몰 판매동 청과부류 지하1층 G098호,,청과부류
684,(유)아침해식품,가락시장,가락몰 판매동 청과부류 지하1층 G099호,02-6978-0177,과일류
685,(유)삼광상회,가락시장,가락몰 판매동 청과부류 지하1층 G100호,,청과부류
686,금농물산(유),가락시장,가락몰 판매동 청과부류 지하1층 G101호,02-3012-3600,채소류
687,(유)재환농산,가락시장,가락몰 판매동 청과부류 지하1층 G102호,,채소류
688,(유)중산유통,가락시장,가락몰 판매동 청과부류 지하1층 G106호,02-6978-3650,채소류
689,송림식품,가락시장,가락몰 판매동 청과부류 지하1층 G109호,02-407-3234,채소류
690,송림식품,가락시장,가락몰 판매동 청과부류 지하1층 G111호,02-407-3234,채소류
691,(유)성광식자재농산,가락시장,가락몰 판매동 청과부류 지하1층 G112호,,채소류
692,(유)순이농산,가락시장,가락몰 판매동 청과부류 지하1층 G113호,02-449-7273,채소류
693,통영상회,가락시장,가락몰 판매동 청과부류 지하1층 G114호,02-431-6109,채소류
694,(유)성원상회,가락시장,가락몰 판매동 청과부류 지하1층 G116호,02-408-7256,채소류
695,(유)성원상회,가락시장,가락몰 판매동 청과부류 지하1층 G117호,02-408-7256,채소류
696,(유)몽땅유통,가락시장,가락몰 판매동 청과부류 지하1층 G118호,,채소류
697,명성상회,가락시장,가락몰 판매동 청과부류 지하1층 G119호,,청과부류
698,(유)금만상회,가락시장,가락몰 판매동 청과부류 지하1층 G120호,,채소류
699,(유)금만상회,가락시장,가락몰 판매동 청과부류 지하1층 G121호,,채소류
700,백상회,가락시장,가락몰 판매동 청과부류 지하1층 H001호,02-431-4117,채소류
701,(유)국제푸드,가락시장,가락몰 판매동 청과부류 지하1층 H004호,,채소류
702,성일상회,가락시장,가락몰 판매동 청과부류 지하1층 H005호,,채소류
703,(유)도성상사,가락시장,가락몰 판매동 청과부류 지하1층 H007호,,채소류
704,부광유통,가락시장,가락몰 판매동 청과부류 지하1층 H008호,02-6978-0222,채소류
705,(유)황제페팅,가락시장,가락몰 판매동 청과부류 지하1층 H011호,,채소류
706,형제상회,가락시장,가락몰 판매동 청과부류 지하1층 H016호,02-404-9132,채소류
707,(유)신형제농산,가락시장,가락몰 판매동 청과부류 지하1층 H016-2호,,채소류
708,(유)홍현상회,가락시장,가락몰 판매동 청과부류 지하1층 H020호,,채소류
709,(유)팔구오구유통,가락시장,가락몰 판매동 청과부류 지하1층 H023호,02-404-9981,채소류
710,(유)풀빛누리농산,가락시장,가락몰 판매동 청과부류 지하1층 H027호,,채소류
711,(유)원일유통,가락시장,가락몰 판매동 청과부류 지하1층 H029호,,채소류
712,(유)현주상회,가락시장,가락몰 판매동 청과부류 지하1층 H033호,,채소류
713,(유)덕례농산,가락시장,가락몰 판매동 청과부류 지하1층 H034호,,채소류
714,(주)만세유통,가락시장,가락몰 판매동 청과부류 지하1층 H036호,02-6978-0176,청과부류
715,기복상회,가락시장,가락몰 판매동 청과부류 지하1층 H038호,,채소류
716,(유)기복농산,가락시장,가락몰 판매동 청과부류 지하1층 H039호,,채소류
717,옥구상회,가락시장,가락몰 판매동 청과부류 지하1층 H040호,02-409-2364,채소류
718,정준상회,가락시장,가락몰 판매동 청과부류 지하1층 H041호,02-401-1729,채소류
719,신용상회,가락시장,가락몰 판매동 청과부류 지하1층 H042호,02-404-0960,청과부류
720,(유)주공푸드,가락시장,가락몰 판매동 청과부류 지하1층 H043호,,채소류
721,(유)주공푸드,가락시장,가락몰 판매동 청과부류 지하1층 H044호,,채소류
722,(유)명성유통,가락시장,가락몰 판매동 청과부류 지하1층 H045호,,채소류
723,포천상회,가락시장,가락몰 판매동 청과부류 지하1층 H046호,02-400-5173,채소류
724,황제상회,가락시장,가락몰 판매동 청과부류 지하1층 H047호,,청과부류
725,(유)성옥,가락시장,가락몰 판매동 청과부류 지하1층 H048호,02-408-6489,채소류
726,(유)가을들녘,가락시장,가락몰 판매동 청과부류 지하1층 H050호,,채소류
727,(유)원진식품,가락시장,가락몰 판매동 청과부류 지하1층 H051호,,채소류
728,(유)드림농산,가락시장,가락몰 판매동 청과부류 지하1층 H053호,,채소류
729,정애식품,가락시장,가락몰 판매동 청과부류 지하1층 H054호,02-407-3476,조미채류
730,정애식품,가락시장,가락몰 판매동 청과부류 지하1층 H055호,02-407-3476,조미채류
731,유경상회,가락시장,가락몰 판매동 청과부류 지하1층 H055-2호,,채소류
732,(유)연일상회,가락시장,가락몰 판매동 청과부류 지하1층 H058호,,채소류
733,어허라농산,가락시장,가락몰 판매동 청과부류 지하1층 H059호,,채소류
734,(유)선일유통,가락시장,가락몰 판매동 청과부류 지하1층 H060호,,채소류
735,(유)선일유통,가락시장,가락몰 판매동 청과부류 지하1층 H061호,,채소류
736,(유)선일유통,가락시장,가락몰 판매동 청과부류 지하1층 H062호,,채소류
737,(유)성국농산,가락시장,가락몰 판매동 청과부류 지하1층 H063호,,채소류
738,온양상회,가락시장,가락몰 판매동 청과부류 지하1층 H064호,,채소류
739,온양상회,가락시장,가락몰 판매동 청과부류 지하1층 H065호,,채소류
740,(유)기품찬,가락시장,가락몰 판매동 청과부류 지하1층 H066호,,청과부류
741,(유)병진농산,가락시장,가락몰 판매동 청과부류 지하1층 H067호,02-407-8706,채소류
742,(주)태승상회,가락시장,가락몰 판매동 청과부류 지하1층 H068호,,청과부류
743,하남상회,가락시장,가락몰 판매동 청과부류 지하1층 H069호,02-404-3557,채소류
744,고향상회,가락시장,가락몰 판매동 청과부류 지하1층 H069-2호,,채소류
745,(유)남원상회,가락시장,가락몰 판매동 청과부류 지하1층 H069-3호,,청과부류
746,(유)남원상회,가락시장,가락몰 판매동 청과부류 지하1층 H069-4호,,청과부류
747,하남상회,가락시장,가락몰 판매동 청과부류 지하1층 H073호,02-404-3557,채소류
748,(유)양지상회,가락시장,가락몰 판매동 청과부류 지하1층 H075호,,기타
749,(유)하양농산,가락시장,가락몰 판매동 청과부류 지하1층 H077호,,채소류
750,(유)광진팜,가락시장,가락몰 판매동 청과부류 지하1층 H078호,,채소류
751,(유)대박농산,가락시장,가락몰 판매동 청과부류 지하1층 H079호,,청과부류
752,(유)구월푸드,가락시장,가락몰 판매동 청과부류 지하1층 H081호,,채소류
753,(유)구월푸드,가락시장,가락몰 판매동 청과부류 지하1층 H082호,,채소류
754,경천상회,가락시장,가락몰 판매동 청과부류 지하1층 H083호,02-404-0864,채소류
755,(유)다산건해,가락시장,가락몰 판매동 청과부류 지하1층 H084호,,채소류
756,유진상회,가락시장,가락몰 판매동 청과부류 지하1층 H085호,02-408-7892,채소류
757,(유)주영유통,가락시장,가락몰 판매동 청과부류 지하1층 H086호,,채소류
758,(유)한빛농산,가락시장,가락몰 판매동 청과부류 지하1층 H090호,,채소류
759,(유)한빛농산,가락시장,가락몰 판매동 청과부류 지하1층 H091호,,채소류
760,유한회사 한지농산,가락시장,가락몰 판매동 청과부류 지하1층 H092호,02-400-5379,채소류
761,(유)기품찬,가락시장,가락몰 판매동 청과부류 지하1층 H093호,,청과부류
762,(유)해원상회,가락시장,가락몰 판매동 청과부류 지하1층 H094호,,채소류
763,(유)누나상회,가락시장,가락몰 판매동 청과부류 지하1층 H095호,,청과부류
764,진양상회,가락시장,가락몰 판매동 청과부류 지하1층 H096호,02-408-0944,채소류
765,(유)구월푸드,가락시장,가락몰 판매동 청과부류 지하1층 H097호,,채소류
766,(유)원상상회,가락시장,가락몰 판매동 청과부류 지하1층 H098호,,청과부류
767,우엉연근상회,가락시장,가락몰 판매동 청과부류 지하1층 H099호,02-401-1824,채소류
768,우엉연근상회,가락시장,가락몰 판매동 청과부류 지하1층 H100호,02-401-1824,채소류
769,(주)선태유통,가락시장,가락몰 판매동 청과부류 지하1층 H101호,,청과부류
770,(유)승락상회,가락시장,가락몰 판매동 청과부류 지하1층 H102호,,채소류
771,(유)지안푸드,가락시장,가락몰 판매동 청과부류 지하1층 H103호,,채소류
772,(주)성우농산,가락시장,가락몰 판매동 청과부류 지하1층 H104호,,청과부류
773,(유)또순이김치,가락시장,가락몰 판매동 청과부류 지하1층 H105호,,채소류
774,유한회사 한지농산,가락시장,가락몰 판매동 청과부류 지하1층 H106호,02-400-5379,채소류
775,유한회사 한지농산,가락시장,가락몰 판매동 청과부류 지하1층 H107호,02-400-5379,채소류
776,(유)더그린푸드,가락시장,가락몰 판매동 청과부류 지하1층 H108호,,채소류
777,(유)댓골,가락시장,가락몰 판매동 청과부류 지하1층 H109호,,채소류
778,(유)영숙농산,가락시장,가락몰 판매동 청과부류 지하1층 H112호,,채소류
779,(유)가락다해식품,가락시장,가락몰 판매동 청과부류 지하1층 H114호,,청과부류
780,(유)해원상회,가락시장,가락몰 판매동 청과부류 지하1층 H116호,,채소류
781,(유)해원상회,가락시장,가락몰 판매동 청과부류 지하1층 H117호,,채소류
782,(유)씨에스유통,가락시장,가락몰 판매동 청과부류 지하1층 H118호,,청과부류
783,(유)씨에스유통,가락시장,가락몰 판매동 청과부류 지하1층 H119호,,청과부류
784,(유)더그린푸드,가락시장,가락몰 판매동 청과부류 지하1층 H120호,,채소류
785,(주)황금상회,가락시장,가락몰 판매동 청과부류 지하1층 H121호,,청과부류
786,(주)황금상회,가락시장,가락몰 판매동 청과부류 지하1층 H122호,,청과부류
787,(주)황금상회,가락시장,가락몰 판매동 청과부류 지하1층 H123호,,청과부류
788,(유)대영상회,가락시장,가락몰 판매동 청과부류 지하1층 H124호,,청과부류
789,목포상회,가락시장,가락몰 판매동 청과부류 지하1층 H125호,02-404-4256,채소류
790,은혜식품,가락시장,가락몰 판매동 청과부류 지하1층 H126호,,청과부류
791,은혜식품,가락시장,가락몰 판매동 청과부류 지하1층 H127호,,청과부류
792,은혜식품,가락시장,가락몰 판매동 청과부류 지하1층 H128호,,청과부류
793,(유)대가수산,가락시장,가락몰 판매동 수산부류 1층 001-1호,02-6978-1978,수산부류
794,(유)대가수산,가락시장,가락몰 판매동 수산부류 1층 002-1호,02-6978-1978,수산부류
795,(주)금성가락유통,가락시장,가락몰 판매동 수산부류 1층 003-1호,02-406-1094,수산부류
796,금성유통,가락시장,가락몰 판매동 수산부류 1층 004-1호,02-406-1094,수산부류
797,미래유통,가락시장,가락몰 판매동 수산부류 1층 005-1호,02-400-4356,수산부류
798,으악새상회,가락시장,가락몰 판매동 수산부류 1층 006-1호,02-6978-1237,패류
799,으악새상회,가락시장,가락몰 판매동 수산부류 1층 007-1호,02-6978-1237,패류
800,광천수산,가락시장,가락몰 판매동 수산부류 1층 008-1호,02-403-1694,기타
801,광천수산,가락시장,가락몰 판매동 수산부류 1층 009-1호,02-403-1694,기타
802,고흥수산,가락시장,가락몰 판매동 수산부류 1층 010-1호,02-403-7048,수산부류
803,(유)청수수산,가락시장,가락몰 판매동 수산부류 1층 011-1호,02-6978-1235,수산부류
804,대박수산,가락시장,가락몰 판매동 수산부류 1층 012-1호,02-408-4798,수산부류
805,(유)대박수산,가락시장,가락몰 판매동 수산부류 1층 013-1호,02-408-1015,수산부류
806,(유)번영상회,가락시장,가락몰 판매동 수산부류 1층 014-1호,02-408-8248,수산부류
807,목포수산,가락시장,가락몰 판매동 수산부류 1층 015-1호,02-403-4090,수산부류
808,(유)거북상회,가락시장,가락몰 판매동 수산부류 1층 016-1호,02-449-1070,선어류
809,거북수산,가락시장,가락몰 판매동 수산부류 1층 017-1호,02-449-1070,수산부류
810,거북수산,가락시장,가락몰 판매동 수산부류 1층 018-1호,02-449-1070,수산부류
811,(유)은정수산,가락시장,가락몰 판매동 수산부류 1층 019-1호,02-408-8716,수산부류
812,(유)어부수산,가락시장,가락몰 판매동 수산부류 1층 020-1호,02-6978-1313,수산부류
813,(유)오복수산유통,가락시장,가락몰 판매동 수산부류 1층 021-1호,02-403-8551,선어류
814,(유)오복수산유통,가락시장,가락몰 판매동 수산부류 1층 022-1호,02-403-8551,선어류
815,(유)도경수산,가락시장,가락몰 판매동 수산부류 1층 023-1호,02-402-5043,수산부류
816,(유)예림꽃게,가락시장,가락몰 판매동 수산부류 1층 024-1호,02-408-2865,수산부류
817,(유)완도수산,가락시장,가락몰 판매동 수산부류 1층 025-1호,02-407-8369,수산부류
818,전남상회,가락시장,가락몰 판매동 수산부류 1층 026-1호,02-407-8369,수산부류
819,(유)가락몰부흥수산,가락시장,가락몰 판매동 수산부류 1층 027-1호,02-407-1829,수산부류
820,(유)홍탁,가락시장,가락몰 판매동 수산부류 1층 028-1호,,수산부류
821,구례상회,가락시장,가락몰 판매동 수산부류 1층 029-1호,02-448-0918,수산부류
